meta,sender,sender_type,sender_id,age,gender-birth,education,croatian-knowledge,occupation,,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,openLabId,type,task,project,status,code,confirmationCode,response,response_action,answer_true,stimulus,context,island_type,transfer_s,transfer_c,id,right_answer,question
,Timer frame,html.Frame,2_6_0,,,,,,,,7281.8000000238535,244859,244859.196,244875.8,252157.60000002384,252157.69999998808,2024-05-21T20:40:11.263Z,252159.196,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Koliko vidim dječka kojem je ljubazni poštar poklonio bicikla??,Vidim dječaka kojem je ljubazni poštar poklonio dva bicikla..,cnp,37,38,10,,
,stimulus,canvas.Screen,2_6_1_0,,,,,,,response,5741.503999988083,252158.10000002384,252159.196,252159.196,257900.69999998808,257901.69999998808,2024-05-21T20:40:17.007Z,257909.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,1,click @1,,Koliko vidim dječka kojem je ljubazni poštar poklonio bicikla??,Vidim dječaka kojem je ljubazni poštar poklonio dva bicikla..,cnp,37,38,10,,
,Timer frame,html.Frame,2_6_1,,,,,,,,5742.604000011925,252157.80000001192,252159.196,252159.196,257901.80000001192,257901.89999997616,2024-05-21T20:40:17.007Z,257909.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Koliko vidim dječka kojem je ljubazni poštar poklonio bicikla??,Vidim dječaka kojem je ljubazni poštar poklonio dva bicikla..,cnp,37,38,10,,
,Spremanje,canvas.Screen,2_6_2,,,,,,,skipped,,257902,,,257901.80000001192,257902,2024-05-21T20:40:17.007Z,257909.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Koliko vidim dječka kojem je ljubazni poštar poklonio bicikla??,Vidim dječaka kojem je ljubazni poštar poklonio dva bicikla..,cnp,37,38,10,,
,Question form,html.Form,2_6_3,,,,,,,skipped,,257902.10000002384,,,257901.80000001192,257902.19999998808,2024-05-21T20:40:17.007Z,257909.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Koliko vidim dječka kojem je ljubazni poštar poklonio bicikla??,Vidim dječaka kojem je ljubazni poštar poklonio dva bicikla..,cnp,37,38,10,,
,Answer indication,canvas.Screen,2_6_4,,,,,,,skipped,,257903.10000002384,,,257901.80000001192,257903.19999998808,2024-05-21T20:40:17.008Z,257909.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Koliko vidim dječka kojem je ljubazni poštar poklonio bicikla??,Vidim dječaka kojem je ljubazni poštar poklonio dva bicikla..,cnp,37,38,10,,
,inter-stimulus,canvas.Screen,2_6_5,,,,,,,response,1588.5999999761698,257903.30000001192,257909.244,257909.3,259497.89999997616,259499.10000002384,2024-05-21T20:40:18.604Z,259509,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,Koliko vidim dječka kojem je ljubazni poštar poklonio bicikla??,Vidim dječaka kojem je ljubazni poštar poklonio dva bicikla..,cnp,37,38,10,,
,Sequence,flow.Sequence,2_6,,,,,,,completion,14622.09999997617,244859,244859.196,244875.8,259497.89999997616,259499.39999997616,2024-05-21T20:40:18.604Z,259509,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Koliko vidim dječka kojem je ljubazni poštar poklonio bicikla??,Vidim dječaka kojem je ljubazni poštar poklonio dva bicikla..,cnp,37,38,10,,
,context,canvas.Screen,2_7_0_0,,,,,,,response,4397.699999988079,259499.80000001192,259492.682,259509,263906.6999999881,263907.5,2024-05-21T20:40:23.013Z,263925.7,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,click,,"Tko se nadaš da će napraviti prezentaciju, a Đure nacrtati sliku??","Nadaš se da će Vesna napraviti prezentaciju, a Đure nacrtati sliku..",csi,42,44,2,,
,Timer frame,html.Frame,2_7_0,,,,,,,,4398.699999988079,259499.5,259492.682,259509,263907.6999999881,263907.8000000119,2024-05-21T20:40:23.013Z,263925.7,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,"Tko se nadaš da će napraviti prezentaciju, a Đure nacrtati sliku??","Nadaš se da će Vesna napraviti prezentaciju, a Đure nacrtati sliku..",csi,42,44,2,,
,stimulus,canvas.Screen,2_7_1_0,,,,,,,response,8167.100000011909,263908.1999999881,263909.166,263925.7,272092.8000000119,272093.8000000119,2024-05-21T20:40:31.199Z,272109.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,3,click @3,,"Tko se nadaš da će napraviti prezentaciju, a Đure nacrtati sliku??","Nadaš se da će Vesna napraviti prezentaciju, a Đure nacrtati sliku..",csi,42,44,2,,
,Timer frame,html.Frame,2_7_1,,,,,,,,8168.299999999988,263907.89999997616,263909.166,263925.7,272094,272094.10000002384,2024-05-21T20:40:31.199Z,272109.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,"Tko se nadaš da će napraviti prezentaciju, a Đure nacrtati sliku??","Nadaš se da će Vesna napraviti prezentaciju, a Đure nacrtati sliku..",csi,42,44,2,,
,Spremanje,canvas.Screen,2_7_2,,,,,,,skipped,,272094.1999999881,,,272094,272094.3000000119,2024-05-21T20:40:31.199Z,272109.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,"Tko se nadaš da će napraviti prezentaciju, a Đure nacrtati sliku??","Nadaš se da će Vesna napraviti prezentaciju, a Đure nacrtati sliku..",csi,42,44,2,,
,Question form,html.Form,2_7_3,,,,,,,skipped,,272094.3000000119,,,272094,272094.5,2024-05-21T20:40:31.199Z,272109.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,"Tko se nadaš da će napraviti prezentaciju, a Đure nacrtati sliku??","Nadaš se da će Vesna napraviti prezentaciju, a Đure nacrtati sliku..",csi,42,44,2,,
,Answer indication,canvas.Screen,2_7_4,,,,,,,skipped,,272095.39999997616,,,272094,272095.39999997616,2024-05-21T20:40:31.200Z,272109.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,"Tko se nadaš da će napraviti prezentaciju, a Đure nacrtati sliku??","Nadaš se da će Vesna napraviti prezentaciju, a Đure nacrtati sliku..",csi,42,44,2,,
,inter-stimulus,canvas.Screen,2_7_5,,,,,,,response,1414.0999999761698,272095.60000002384,272092.764,272109.3,273523.39999997616,273524.6999999881,2024-05-21T20:40:32.630Z,273542.5,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,"Tko se nadaš da će napraviti prezentaciju, a Đure nacrtati sliku??","Nadaš se da će Vesna napraviti prezentaciju, a Đure nacrtati sliku..",csi,42,44,2,,
,Sequence,flow.Sequence,2_7,,,,,,,completion,14014.399999976158,259499.5,259492.682,259509,273523.39999997616,273525,2024-05-21T20:40:32.630Z,273542.5,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,"Tko se nadaš da će napraviti prezentaciju, a Đure nacrtati sliku??","Nadaš se da će Vesna napraviti prezentaciju, a Đure nacrtati sliku..",csi,42,44,2,,
,context,canvas.Screen,2_8_0_0,,,,,,,response,2240.100000023842,273525.39999997616,273525.996,273542.5,275782.60000002384,275783.5,2024-05-21T20:40:34.889Z,275809.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,click,,Odakle si pješke ići prema Zadru?,Ideš pješke od Splita prema Zadru.,nf,,,44,,
,Timer frame,html.Frame,2_8_0,,,,,,,,2241.199999988079,273525.1999999881,273525.996,273542.5,275783.6999999881,275783.8000000119,2024-05-21T20:40:34.889Z,275809.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Odakle si pješke ići prema Zadru?,Ideš pješke od Splita prema Zadru.,nf,,,44,,
,stimulus,canvas.Screen,2_8_1_0,,,,,,,response,4263.399999988091,275784.10000002384,275792.762,275809.3,280072.6999999881,280073.89999997616,2024-05-21T20:40:39.179Z,280092.7,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,1,click @1,,Odakle si pješke ići prema Zadru?,Ideš pješke od Splita prema Zadru.,nf,,,44,,
,Timer frame,html.Frame,2_8_1,,,,,,,,4264.700000000012,275783.89999997616,275792.762,275809.3,280074,280074.1999999881,2024-05-21T20:40:39.179Z,280092.7,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Odakle si pješke ići prema Zadru?,Ideš pješke od Splita prema Zadru.,nf,,,44,,
,Spremanje,canvas.Screen,2_8_2,,,,,,,skipped,,280074.3000000119,,,280074,280074.3000000119,2024-05-21T20:40:39.179Z,280092.7,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Odakle si pješke ići prema Zadru?,Ideš pješke od Splita prema Zadru.,nf,,,44,,
,Question form,html.Form,2_8_3,,,,,,,skipped,,280074.39999997616,,,280074,280074.5,2024-05-21T20:40:39.180Z,280092.7,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Odakle si pješke ići prema Zadru?,Ideš pješke od Splita prema Zadru.,nf,,,44,,
,Answer indication,canvas.Screen,2_8_4,,,,,,,skipped,,280075.89999997616,,,280074,280076.10000002384,2024-05-21T20:40:39.181Z,280092.7,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Odakle si pješke ići prema Zadru?,Ideš pješke od Splita prema Zadru.,nf,,,44,,
,inter-stimulus,canvas.Screen,2_8_5,,,,,,,response,1747.1999999761465,280076.1999999881,280075.9,280092.7,281839.89999997616,281841,2024-05-21T20:40:40.946Z,281859.7,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,Odakle si pješke ići prema Zadru?,Ideš pješke od Splita prema Zadru.,nf,,,44,,
,Sequence,flow.Sequence,2_8,,,,,,,completion,8297.399999976158,273525.10000002384,273525.996,273542.5,281839.89999997616,281841.3000000119,2024-05-21T20:40:40.946Z,281859.7,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Odakle si pješke ići prema Zadru?,Ideš pješke od Splita prema Zadru.,nf,,,44,,
,context,canvas.Screen,2_9_0_0,,,,,,,response,2346.90000002383,281841.60000002384,281842.65,281859.7,284206.60000002384,284207.60000002384,2024-05-21T20:40:43.313Z,284225.9,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,click,,Čega je vidjeo muzej i obalu?,On je vidjeo muzej i obalu rijeke.,csi,0,0,1,,
,Timer frame,html.Frame,2_9_0,,,,,,,,2348.1000000119093,281841.39999997616,281842.65,281859.7,284207.8000000119,284207.89999997616,2024-05-21T20:40:43.313Z,284225.9,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Čega je vidjeo muzej i obalu?,On je vidjeo muzej i obalu rijeke.,csi,0,0,1,,
,stimulus,canvas.Screen,2_9_1_0,,,,,,,response,5266.799999988056,284208.1999999881,284209.332,284225.9,289492.6999999881,289493.6999999881,2024-05-21T20:40:48.599Z,289509.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,1,click @1,,Čega je vidjeo muzej i obalu?,On je vidjeo muzej i obalu rijeke.,csi,0,0,1,,
,Timer frame,html.Frame,2_9_1,,,,,,,,5267.900000011898,284208,284209.332,284225.9,289493.8000000119,289493.89999997616,2024-05-21T20:40:48.599Z,289509.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Čega je vidjeo muzej i obalu?,On je vidjeo muzej i obalu rijeke.,csi,0,0,1,,
,Spremanje,canvas.Screen,2_9_2,,,,,,,skipped,,289494,,,289493.8000000119,289494.10000002384,2024-05-21T20:40:48.599Z,289509.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Čega je vidjeo muzej i obalu?,On je vidjeo muzej i obalu rijeke.,csi,0,0,1,,
,Question form,html.Form,2_9_3,,,,,,,skipped,,289494.1999999881,,,289493.8000000119,289494.3000000119,2024-05-21T20:40:48.599Z,289509.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Čega je vidjeo muzej i obalu?,On je vidjeo muzej i obalu rijeke.,csi,0,0,1,,
,Answer indication,canvas.Screen,2_9_4,,,,,,,skipped,,289495.10000002384,,,289493.8000000119,289495.1999999881,2024-05-21T20:40:48.600Z,289509.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Čega je vidjeo muzej i obalu?,On je vidjeo muzej i obalu rijeke.,csi,0,0,1,,
,inter-stimulus,canvas.Screen,2_9_5,,,,,,,response,1817.0000000119326,289495.3000000119,289492.7,289509.3,291326.3000000119,291327.60000002384,2024-05-21T20:40:50.433Z,291342.7,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,Čega je vidjeo muzej i obalu?,On je vidjeo muzej i obalu rijeke.,csi,0,0,1,,
,Sequence,flow.Sequence,2_9,,,,,,,completion,9466.60000001191,281841.39999997616,281842.65,281859.7,291326.3000000119,291327.8000000119,2024-05-21T20:40:50.433Z,291342.7,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Čega je vidjeo muzej i obalu?,On je vidjeo muzej i obalu rijeke.,csi,0,0,1,,
,context,canvas.Screen,2_10_0_0,,,,,,,response,2261.9999999880674,291328.1999999881,291326.2,291342.7,293604.6999999881,293605.60000002384,2024-05-21T20:40:52.711Z,293609.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,click,,Ove godine su se Viktor i Marta vjenčao.,Victor i Marta vjenčali su se ove godine.,nf,,,38,,
,Timer frame,html.Frame,2_10_0,,,,,,,,2263.1000000119093,291328,291326.2,291342.7,293605.8000000119,293605.89999997616,2024-05-21T20:40:52.711Z,293609.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Ove godine su se Viktor i Marta vjenčao.,Victor i Marta vjenčali su se ove godine.,nf,,,38,,
,stimulus,canvas.Screen,2_10_1_0,,,,,,,response,8153.399999988091,293606.3000000119,293592.8,293609.3,301762.6999999881,301763.6999999881,2024-05-21T20:41:00.869Z,301792.7,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,1,click @1,,Ove godine su se Viktor i Marta vjenčao.,Victor i Marta vjenčali su se ove godine.,nf,,,38,,
,Timer frame,html.Frame,2_10_1,,,,,,,,8154.59999997617,293606,293592.8,293609.3,301763.89999997616,301763.89999997616,2024-05-21T20:41:00.869Z,301792.7,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Ove godine su se Viktor i Marta vjenčao.,Victor i Marta vjenčali su se ove godine.,nf,,,38,,
,Spremanje,canvas.Screen,2_10_2,,,,,,,skipped,,301764,,,301763.89999997616,301764.10000002384,2024-05-21T20:41:00.869Z,301792.7,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Ove godine su se Viktor i Marta vjenčao.,Victor i Marta vjenčali su se ove godine.,nf,,,38,,
,Question form,html.Form,2_10_3,,,,,,,skipped,,301764.1999999881,,,301763.89999997616,301764.39999997616,2024-05-21T20:41:00.869Z,301792.7,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Ove godine su se Viktor i Marta vjenčao.,Victor i Marta vjenčali su se ove godine.,nf,,,38,,
,Answer indication,canvas.Screen,2_10_4,,,,,,,skipped,,301765.1999999881,,,301763.89999997616,301765.39999997616,2024-05-21T20:41:00.870Z,301792.7,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Ove godine su se Viktor i Marta vjenčao.,Victor i Marta vjenčali su se ove godine.,nf,,,38,,
,inter-stimulus,canvas.Screen,2_10_5,,,,,,,response,1405.2999999999884,301765.5,301776.3,301792.7,303198,303199.1999999881,2024-05-21T20:41:02.305Z,303209.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,Ove godine su se Viktor i Marta vjenčao.,Victor i Marta vjenčali su se ove godine.,nf,,,38,,
,Sequence,flow.Sequence,2_10,,,,,,,completion,11855.299999999988,291327.89999997616,291326.2,291342.7,303198,303199.39999997616,2024-05-21T20:41:02.305Z,303209.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Ove godine su se Viktor i Marta vjenčao.,Victor i Marta vjenčali su se ove godine.,nf,,,38,,
,context,canvas.Screen,2_11_0_0,,,,,,,response,7065.399999988091,303199.8000000119,303192.9,303209.3,310274.6999999881,310275.6999999881,2024-05-21T20:41:09.381Z,310292.6,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,click,,Tko ono da je prodao svoj stan za toliki novac nevjerojatno je??,Ono da je Goran prodao svoj stan za toliki novac nevjerojatno je..,si,30,32,17,,
,Timer frame,html.Frame,2_11_0,,,,,,,,7066.59999997617,303199.60000002384,303192.9,303209.3,310275.89999997616,310276.10000002384,2024-05-21T20:41:09.382Z,310292.6,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Tko ono da je prodao svoj stan za toliki novac nevjerojatno je??,Ono da je Goran prodao svoj stan za toliki novac nevjerojatno je..,si,30,32,17,,
,stimulus,canvas.Screen,2_11_1_0,,,,,,,response,8800.099999988102,310276.60000002384,310276.164,310292.6,319092.6999999881,319093.8000000119,2024-05-21T20:41:18.199Z,319126.1,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,2,click @2,,Tko ono da je prodao svoj stan za toliki novac nevjerojatno je??,Ono da je Goran prodao svoj stan za toliki novac nevjerojatno je..,si,30,32,17,,
,Timer frame,html.Frame,2_11_1,,,,,,,,8801.299999976181,310276.3000000119,310276.164,310292.6,319093.89999997616,319094,2024-05-21T20:41:18.199Z,319126.1,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Tko ono da je prodao svoj stan za toliki novac nevjerojatno je??,Ono da je Goran prodao svoj stan za toliki novac nevjerojatno je..,si,30,32,17,,
,Spremanje,canvas.Screen,2_11_2,,,,,,,skipped,,319094.10000002384,,,319093.89999997616,319094.1999999881,2024-05-21T20:41:18.200Z,319126.1,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Tko ono da je prodao svoj stan za toliki novac nevjerojatno je??,Ono da je Goran prodao svoj stan za toliki novac nevjerojatno je..,si,30,32,17,,
,Question form,html.Form,2_11_3,,,,,,,skipped,,319094.1999999881,,,319093.89999997616,319094.3000000119,2024-05-21T20:41:18.200Z,319126.1,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Tko ono da je prodao svoj stan za toliki novac nevjerojatno je??,Ono da je Goran prodao svoj stan za toliki novac nevjerojatno je..,si,30,32,17,,
,Answer indication,canvas.Screen,2_11_4,,,,,,,skipped,,319095.3000000119,,,319093.89999997616,319095.39999997616,2024-05-21T20:41:18.201Z,319126.1,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Tko ono da je prodao svoj stan za toliki novac nevjerojatno je??,Ono da je Goran prodao svoj stan za toliki novac nevjerojatno je..,si,30,32,17,,
,inter-stimulus,canvas.Screen,2_11_5,,,,,,,response,2168.000000023865,319095.39999997616,319109.546,319126.1,321294.10000002384,321295.3000000119,2024-05-21T20:41:20.401Z,321309.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,Tko ono da je prodao svoj stan za toliki novac nevjerojatno je??,Ono da je Goran prodao svoj stan za toliki novac nevjerojatno je..,si,30,32,17,,
,Sequence,flow.Sequence,2_11,,,,,,,completion,18084.800000023853,303199.60000002384,303192.9,303209.3,321294.10000002384,321295.6999999881,2024-05-21T20:41:20.401Z,321309.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Tko ono da je prodao svoj stan za toliki novac nevjerojatno je??,Ono da je Goran prodao svoj stan za toliki novac nevjerojatno je..,si,30,32,17,,
,context,canvas.Screen,2_12_0_0,,,,,,,response,3927.3999999880907,321296,321292.862,321309.3,325236.6999999881,325237.60000002384,2024-05-21T20:41:24.343Z,325242.7,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,click,,Tko je jučer susjedu ukrao kobasicu?,Jučer je riđa mačka susjedu ukrala kobasicu.,gf,,,50,KOBASICU; KOBASICA,Što je ukrala mačka?
,Timer frame,html.Frame,2_12_0,,,,,,,,3928.5000000119326,321295.8000000119,321292.862,321309.3,325237.8000000119,325238,2024-05-21T20:41:24.344Z,325242.7,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Tko je jučer susjedu ukrao kobasicu?,Jučer je riđa mačka susjedu ukrala kobasicu.,gf,,,50,KOBASICU; KOBASICA,Što je ukrala mačka?
,stimulus,canvas.Screen,2_12_1_0,,,,,,,response,5335.999999988067,325238.39999997616,325226.166,325242.7,330578.6999999881,330579.6999999881,2024-05-21T20:41:29.685Z,330592.8,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,7,click @7,,Tko je jučer susjedu ukrao kobasicu?,Jučer je riđa mačka susjedu ukrala kobasicu.,gf,,,50,KOBASICU; KOBASICA,Što je ukrala mačka?
,Timer frame,html.Frame,2_12_1,,,,,,,,5337.100000011909,325238.10000002384,325226.166,325242.7,330579.8000000119,330579.89999997616,2024-05-21T20:41:29.685Z,330592.8,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Tko je jučer susjedu ukrao kobasicu?,Jučer je riđa mačka susjedu ukrala kobasicu.,gf,,,50,KOBASICU; KOBASICA,Što je ukrala mačka?
